"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
4528,"Caducifolio","04/08/2011 10:29","Bajo (2 - 4 mts)",38,"Mediano",-68.8394710449,-32.8698686083,4,"Cuarta Oeste",1173332.70145,"0","bajo"
35123,"Fresno europeo","28/03/2011 10:33","Alto (> 8 mts)",130,"Grande",-68.8518511768,-32.8802782282,1,"Parque Central",1655357.93265,"0","alto"
36106,"Morera","05/04/2011 11:24","Medio (4 - 8 mts)",66,"Grande",-68.8562557023,-32.8767120721,6,"Residencial Norte",2694682.37982,"1","medio"
26787,"Morera","01/11/2011 09:58","Medio (4 - 8 mts)",126,"Grande",-68.8338016206,-32.8940527831,3,"Parque O'Higgins",1531146.02653,"1","alto"
11849,"Paraiso","02/03/2011 12:06","Alto (> 8 mts)",160,"Grande",-68.8502817992,-32.8647590622,6,"Residencial Norte",2694682.37982,"0","alto"
18153,"Paraiso","27/07/2011 09:35","Alto (> 8 mts)",108,"Grande",-68.8405981314,-32.8686516601,4,"Cuarta Oeste",1173332.70145,"1","alto"
31778,"Tilo","27/06/2011 11:14","Alto (> 8 mts)",105,"Grande",-68.8588947131,-32.8900847015,5,"Residencial Sur",2423808.92355,"0","alto"
19817,"Fresno europeo","04/08/2011 10:50","Alto (> 8 mts)",210,"Grande",-68.8340176582,-32.8637018147,4,"Cuarta Oeste",1173332.70145,"0","muy alto"
41545,"Morera","06/05/2011 10:39","Alto (> 8 mts)",104,"Grande",-68.8392683731,-32.8795723553,1,"Parque Central",1655357.93265,"0","alto"
39999,"Morera","20/04/2011 12:54","Medio (4 - 8 mts)",190,"Grande",-68.844123985,-32.8777486046,1,"Parque Central",1655357.93265,"1","muy alto"
13140,"Morera","21/02/2011 09:18","Medio (4 - 8 mts)",86,"Grande",-68.8470310303,-32.8649375643,4,"Cuarta Oeste",1173332.70145,"0","medio"
29179,"Pltano","09/03/2011 13:55","Alto (> 8 mts)",240,"Grande",-68.8456742753,-32.8885771999,2,"Barrio Civico",2366816.36021,"0","muy alto"
30455,"Fresno americano","18/02/2011 12:11","Alto (> 8 mts)",170,"Grande",-68.8412221092,-32.8890959098,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
9188,"Paraiso","02/03/2011 13:11","Alto (> 8 mts)",160,"Grande",-68.8504277859,-32.865783715,6,"Residencial Norte",2694682.37982,"0","alto"
44224,"Pltano","14/10/2011 09:25","Alto (> 8 mts)",250,"Grande",-68.8344605284,-32.8835900112,3,"Parque O'Higgins",1531146.02653,"1","muy alto"
5016,"Ligustro","20/07/2011 14:13","Medio (4 - 8 mts)",40,"Mediano",-68.8408694759,-32.863712694,4,"Cuarta Oeste",1173332.70145,"0","bajo"
10637,"Fresno europeo","16/03/2011 12:52","Bajo (2 - 4 mts)",36,"Mediano",-68.8566819435,-32.8741541961,6,"Residencial Norte",2694682.37982,"0","bajo"
14806,"Morera","05/12/2011 17:49","Muy bajo (1 - 2 mts)",14,"Chico",-68.8798877439,-32.8691305852,8,"Aeroparque",2203364.73622,"0","bajo"
2653,"Fresno europeo","07/10/2011 08:41","Bajo (2 - 4 mts)",40,"Mediano",-68.8311380909,-32.8846900062,3,"Parque O'Higgins",1531146.02653,"0","bajo"
23190,"Morera","18/01/2011 13:07","Alto (> 8 mts)",150,"Grande",-68.8481944806,-32.9009674835,2,"Barrio Civico",2366816.36021,"1","alto"
8552,"Olmo comun","18/02/2011 10:12","Alto (> 8 mts)",80,"Grande",-68.8398149947,-32.8966670677,2,"Barrio Civico",2366816.36021,"0","medio"
32462,"Morera","26/05/2011 09:50","Alto (> 8 mts)",165,"Grande",-68.8518134991,-32.8884706909,5,"Residencial Sur",2423808.92355,"0","alto"
44107,"Paraiso","11/11/2011 09:13","Medio (4 - 8 mts)",85,"Grande",-68.8293295266,-32.8851341675,3,"Parque O'Higgins",1531146.02653,"0","medio"
33431,"Pltano","02/06/2011 14:18","Alto (> 8 mts)",150,"Grande",-68.8560102021,-32.8886781133,5,"Residencial Sur",2423808.92355,"0","alto"
18259,"Ligustro","08/08/2011 09:45","Bajo (2 - 4 mts)",30,"Mediano",-68.8391012085,-32.8689812067,4,"Cuarta Oeste",1173332.70145,"0","bajo"
47553,"Morera","19/09/2011 09:01","Alto (> 8 mts)",121,"Grande",-68.8273594207,-32.8712158926,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
5682,"Olmo bola","03/05/2011 12:24","Alto (> 8 mts)",85,"Grande",-68.8383796369,-32.8762897637,1,"Parque Central",1655357.93265,"0","medio"
27001,"Pltano","02/11/2011 16:37","Alto (> 8 mts)",180,"Grande",-68.8354190406,-32.8870077071,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
35053,"Perenne","22/03/2011 13:01","Bajo (2 - 4 mts)",20,"Chico",-68.8536546322,-32.8799167463,6,"Residencial Norte",2694682.37982,"0","bajo"
5997,"Fresno europeo","27/04/2011 12:02","Alto (> 8 mts)",140,"Grande",-68.8484417478,-32.8846881609,1,"Parque Central",1655357.93265,"0","alto"
46601,"Morera","05/09/2011 10:19","Medio (4 - 8 mts)",110,"Grande",-68.8317897821,-32.868580885,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
44199,"Olmo bola","14/10/2011 13:48","Medio (4 - 8 mts)",70,"Grande",-68.834863477,-32.8824578045,3,"Parque O'Higgins",1531146.02653,"0","medio"
7504,"Morera","15/06/2011 15:10","Bajo (2 - 4 mts)",16,"Chico",-68.8570082879,-32.8822986314,7,"Residencial Parque",1786336.08966,"0","bajo"
3388,"Morera","19/08/2011 09:15","Alto (> 8 mts)",200,"Grande",-68.8324193626,-32.8683031055,4,"Cuarta Oeste",1173332.70145,"0","muy alto"
43135,"Paraiso","29/11/2010 12:10","Alto (> 8 mts)",170,"Grande",-68.8291239549,-32.8792157235,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
6620,"Paraiso","11/05/2011 12:01","Alto (> 8 mts)",170,"Grande",-68.8588868269,-32.8922946783,5,"Residencial Sur",2423808.92355,"1","muy alto"
2419,"Fresno europeo","19/10/2011 12:38","Bajo (2 - 4 mts)",80,"Grande",-68.83154308,-32.8887512564,3,"Parque O'Higgins",1531146.02653,"0","medio"
26438,"Fresno europeo","09/11/2011 09:47","Medio (4 - 8 mts)",72,"Grande",-68.8343927375,-32.891250661,3,"Parque O'Higgins",1531146.02653,"0","medio"
20504,"Paraiso","01/06/2011 12:10","Medio (4 - 8 mts)",120,"Grande",-68.8608837177,-32.8977225443,5,"Residencial Sur",2423808.92355,"1","alto"
25546,"Morera","11/02/2011 12:35","Medio (4 - 8 mts)",42,"Mediano",-68.8383382394,-32.9008038521,2,"Barrio Civico",2366816.36021,"0","bajo"
35571,"Morera","09/03/2011 10:04","Medio (4 - 8 mts)",80,"Grande",-68.8556106807,-32.8734762806,6,"Residencial Norte",2694682.37982,"0","medio"
16242,"Morera","20/07/2011 09:44","Bajo (2 - 4 mts)",40,"Mediano",-68.84242377,-32.8650605387,4,"Cuarta Oeste",1173332.70145,"0","bajo"
25551,"Fresno europeo","15/02/2011 19:20","Alto (> 8 mts)",88,"Grande",-68.8387628574,-32.9007258677,2,"Barrio Civico",2366816.36021,"0","medio"
41388,"Morera","15/04/2011 11:24","Muy bajo (1 - 2 mts)",6,"Chico",-68.8412219574,-32.8820653215,1,"Parque Central",1655357.93265,"0","bajo"
39788,"Fresno europeo","14/07/2011 13:10","Medio (4 - 8 mts)",70,"Grande",-68.8507979305,-32.8839270494,1,"Parque Central",1655357.93265,"0","medio"
35188,"Fresno americano","29/03/2011 10:38","Alto (> 8 mts)",112,"Grande",-68.8518916517,-32.8825596665,1,"Parque Central",1655357.93265,"0","alto"
22980,"Morera","01/06/2011 13:37","Alto (> 8 mts)",98,"Grande",-68.8569857312,-32.9002660906,5,"Residencial Sur",2423808.92355,"0","medio"
7606,"Fresno europeo","03/06/2011 16:51","Muy bajo (1 - 2 mts)",4,"Chico",-68.8596488618,-32.8823782303,7,"Residencial Parque",1786336.08966,"0","bajo"
36506,"Morera","06/04/2011 11:18","Alto (> 8 mts)",170,"Grande",-68.8553750102,-32.878482157,6,"Residencial Norte",2694682.37982,"0","muy alto"
3535,"Morera","05/09/2011 10:55","Alto (> 8 mts)",130,"Grande",-68.8335336218,-32.8687085018,4,"Cuarta Oeste",1173332.70145,"0","alto"
22212,"Fresno europeo","18/05/2011 10:19","Alto (> 8 mts)",156,"Grande",-68.8562917894,-32.8993470667,5,"Residencial Sur",2423808.92355,"0","alto"
20931,"Olmo comun","24/05/2011 12:34","Alto (> 8 mts)",155,"Grande",-68.8607713958,-32.8952558439,5,"Residencial Sur",2423808.92355,"0","alto"
9221,"Prunas","28/02/2011 09:51","Bajo (2 - 4 mts)",34,"Mediano",-68.8494348078,-32.864697909,6,"Residencial Norte",2694682.37982,"0","bajo"
8810,"Paraiso","03/02/2011 09:23","Bajo (2 - 4 mts)",25,"Mediano",-68.8548861992,-32.866787321,6,"Residencial Norte",2694682.37982,"0","bajo"
40461,"Pltano","11/04/2011 10:31","Alto (> 8 mts)",180,"Grande",-68.8436023656,-32.8829437272,1,"Parque Central",1655357.93265,"0","muy alto"
43033,"Morera","04/10/2011 11:22","Bajo (2 - 4 mts)",20,"Chico",-68.8328565048,-32.877712956,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
33058,"Morera","18/05/2011 12:10","Alto (> 8 mts)",174,"Grande",-68.8536325896,-32.8878970677,5,"Residencial Sur",2423808.92355,"0","muy alto"
15249,"Acacia SP","18/11/2011 17:10","Alto (> 8 mts)",140,"Grande",-68.8587961133,-32.8710262263,6,"Residencial Norte",2694682.37982,"0","alto"
4309,"Prunas","22/07/2011 08:54","Medio (4 - 8 mts)",64,"Grande",-68.8447098543,-32.8704509756,4,"Cuarta Oeste",1173332.70145,"0","medio"
32760,"Fresno europeo","17/05/2011 09:20","Medio (4 - 8 mts)",130,"Grande",-68.8523830696,-32.8860527559,5,"Residencial Sur",2423808.92355,"0","alto"
36650,"Morera","06/06/2011 12:56","Medio (4 - 8 mts)",130,"Grande",-68.8603942875,-32.8828771768,7,"Residencial Parque",1786336.08966,"0","alto"
17230,"Fresno americano","12/08/2011 09:34","Medio (4 - 8 mts)",110,"Grande",-68.8355601318,-32.8646959471,4,"Cuarta Oeste",1173332.70145,"0","alto"
31237,"Paraiso","04/02/2011 11:57","Medio (4 - 8 mts)",100,"Grande",-68.8540503915,-32.8641969343,6,"Residencial Norte",2694682.37982,"0","alto"
14979,"Acacia SP","21/12/2011 13:12","Bajo (2 - 4 mts)",80,"Grande",-68.8806416123,-32.8714528385,8,"Aeroparque",2203364.73622,"0","medio"
37013,"Pltano","07/04/2011 17:26","Medio (4 - 8 mts)",52,"Mediano",-68.8567774743,-32.8770906191,6,"Residencial Norte",2694682.37982,"0","medio"
47857,"Morera","21/09/2011 08:59","Alto (> 8 mts)",148,"Grande",-68.8291981089,-32.873424159,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
38427,"Prunas","04/11/2010 09:38","Medio (4 - 8 mts)",43,"Mediano",-68.8515773601,-32.869079046,6,"Residencial Norte",2694682.37982,"0","bajo"
48378,"Fresno europeo","05/09/2011 08:50","Alto (> 8 mts)",150,"Grande",-68.8291794524,-32.8698355721,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
20155,"Fresno americano","13/05/2011 10:15","Medio (4 - 8 mts)",75,"Grande",-68.8590163252,-32.8917519791,5,"Residencial Sur",2423808.92355,"0","medio"
44118,"Fresno europeo","04/10/2011 09:41","Alto (> 8 mts)",155,"Grande",-68.8360296079,-32.8797118812,1,"Parque Central",1655357.93265,"0","alto"
32033,"Morera","09/06/2011 13:58","Medio (4 - 8 mts)",70,"Grande",-68.8594111104,-32.8880369123,5,"Residencial Sur",2423808.92355,"1","medio"
3178,"Pltano","21/09/2011 10:47","Bajo (2 - 4 mts)",8,"Chico",-68.8320852386,-32.8750597996,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
13372,"Morera","11/01/2011 10:07","Alto (> 8 mts)",120,"Grande",-68.8452270668,-32.8661335387,4,"Cuarta Oeste",1173332.70145,"0","alto"
12573,"Ailanthus","11/01/2011 13:23","Bajo (2 - 4 mts)",30,"Mediano",-68.8449602665,-32.8626202127,4,"Cuarta Oeste",1173332.70145,"0","bajo"
24594,"Pltano","27/01/2011 09:19","Alto (> 8 mts)",200,"Grande",-68.8423521648,-32.9015294907,2,"Barrio Civico",2366816.36021,"0","muy alto"
14223,"Paraiso sombrilla","07/12/2011 16:52","Medio (4 - 8 mts)",160,"Grande",-68.8767250125,-32.8660321257,8,"Aeroparque",2203364.73622,"0","alto"
31533,"Morera","18/05/2011 10:50","Alto (> 8 mts)",122,"Grande",-68.860207732,-32.8907536111,5,"Residencial Sur",2423808.92355,"0","alto"
24801,"Pltano","18/02/2011 08:39","Alto (> 8 mts)",250,"Grande",-68.8409791188,-32.8971518497,2,"Barrio Civico",2366816.36021,"0","muy alto"
4749,"Morera","02/08/2011 10:12","Medio (4 - 8 mts)",90,"Grande",-68.8351694588,-32.8668493476,4,"Cuarta Oeste",1173332.70145,"0","medio"
43787,"Fresno europeo","19/10/2011 08:38","Muy bajo (1 - 2 mts)",6,"Chico",-68.8323773402,-32.8817508165,3,"Parque O'Higgins",1531146.02653,"0","bajo"
22846,"Morera","10/05/2011 11:13","Medio (4 - 8 mts)",82,"Grande",-68.8570160302,-32.9005852244,5,"Residencial Sur",2423808.92355,"0","medio"
46405,"Paraiso","23/08/2011 09:49","Alto (> 8 mts)",180,"Grande",-68.8331471759,-32.8673213224,4,"Cuarta Oeste",1173332.70145,"0","muy alto"
22874,"Pltano","10/05/2011 09:59","Alto (> 8 mts)",188,"Grande",-68.8558999975,-32.9011726143,5,"Residencial Sur",2423808.92355,"0","muy alto"
25431,"Morera","11/02/2011 10:12","Alto (> 8 mts)",206,"Grande",-68.8363184753,-32.8997520811,2,"Barrio Civico",2366816.36021,"1","muy alto"
21267,"Morera","13/06/2011 12:53","Alto (> 8 mts)",145,"Grande",-68.8530873569,-32.8960552613,5,"Residencial Sur",2423808.92355,"0","alto"
47826,"Morera","21/09/2011 10:21","Alto (> 8 mts)",280,"Grande",-68.8286710152,-32.8741402845,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
9923,"Caducifolio","17/11/2010 10:35","Muy bajo (1 - 2 mts)",40,"Mediano",-68.8577264007,-32.8697878216,6,"Residencial Norte",2694682.37982,"0","bajo"
31985,"Morera","06/06/2011 11:57","Alto (> 8 mts)",85,"Grande",-68.8582704212,-32.8882486892,5,"Residencial Sur",2423808.92355,"1","medio"
8161,"Morera","03/03/2011 09:38","Alto (> 8 mts)",160,"Grande",-68.8458636065,-32.8906873016,2,"Barrio Civico",2366816.36021,"0","alto"
9688,"Morera","20/01/2011 12:18","Alto (> 8 mts)",160,"Grande",-68.8471802868,-32.8635181609,4,"Cuarta Oeste",1173332.70145,"0","alto"
8920,"Morera","26/01/2011 10:01","Alto (> 8 mts)",210,"Grande",-68.8489541953,-32.8686576786,6,"Residencial Norte",2694682.37982,"0","muy alto"
460,"Fresno europeo","07/03/2012 11:16","Medio (4 - 8 mts)",95,"Grande",-68.8215614725,-32.8682479964,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
46626,"Morera","05/09/2011 08:34","Alto (> 8 mts)",200,"Grande",-68.830454906,-32.8694977292,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
29357,"Morera","20/04/2011 10:56","Alto (> 8 mts)",86,"Grande",-68.8426604418,-32.8875543019,3,"Parque O'Higgins",1531146.02653,"0","medio"
14821,"Paraiso sombrilla","07/12/2011 10:26","Muy bajo (1 - 2 mts)",12,"Chico",-68.8781063108,-32.868778751,8,"Aeroparque",2203364.73622,"0","bajo"
10390,"Prunas","15/03/2011 11:48","Bajo (2 - 4 mts)",25,"Mediano",-68.8585357284,-32.8734207529,6,"Residencial Norte",2694682.37982,"0","bajo"
9384,"Fresno europeo","15/02/2011 09:58","Alto (> 8 mts)",110,"Grande",-68.8438992403,-32.8657803821,4,"Cuarta Oeste",1173332.70145,"0","alto"
30679,"Fresno europeo","02/02/2011 13:39","Bajo (2 - 4 mts)",43,"Mediano",-68.8548659607,-32.8669551904,6,"Residencial Norte",2694682.37982,"0","bajo"
19036,"Morera","12/07/2011 10:46","Alto (> 8 mts)",170,"Grande",-68.8403424456,-32.8719310668,4,"Cuarta Oeste",1173332.70145,"1","muy alto"
34350,"Morera","28/03/2011 12:42","Medio (4 - 8 mts)",100,"Grande",-68.8521693293,-32.875111811,6,"Residencial Norte",2694682.37982,"0","alto"
31146,"Morera","07/02/2011 09:48","Alto (> 8 mts)",144,"Grande",-68.8542261936,-32.8637416009,6,"Residencial Norte",2694682.37982,"0","alto"
25206,"Morera","11/02/2011 14:43","Alto (> 8 mts)",110,"Grande",-68.8371386838,-32.8983631968,2,"Barrio Civico",2366816.36021,"0","alto"
39681,"Morera","08/06/2011 10:31","Bajo (2 - 4 mts)",15,"Chico",-68.845915018,-32.8691382345,6,"Residencial Norte",2694682.37982,"0","bajo"
24486,"Fresno europeo","19/01/2011 12:14","Alto (> 8 mts)",130,"Grande",-68.8457291285,-32.9030787483,2,"Barrio Civico",2366816.36021,"0","alto"
36059,"Pltano","18/03/2011 12:06","Alto (> 8 mts)",160,"Grande",-68.8573834636,-32.8757551818,6,"Residencial Norte",2694682.37982,"0","alto"
27047,"Pltano","09/11/2011 10:35","Alto (> 8 mts)",165,"Grande",-68.8393549993,-32.8909061957,3,"Parque O'Higgins",1531146.02653,"0","alto"
10147,"Olmo comun","28/12/2010 09:46","Alto (> 8 mts)",240,"Grande",-68.8548995844,-32.8717931109,6,"Residencial Norte",2694682.37982,"0","muy alto"
9436,"Acacia SP","11/02/2011 12:09","Medio (4 - 8 mts)",80,"Grande",-68.8565126523,-32.864519007,6,"Residencial Norte",2694682.37982,"0","medio"
5773,"Morera","06/05/2011 10:35","Muy bajo (1 - 2 mts)",5,"Chico",-68.8397530782,-32.8788718045,1,"Parque Central",1655357.93265,"0","bajo"
31636,"Morera","15/06/2011 09:11","Alto (> 8 mts)",99,"Grande",-68.8576295013,-32.8884865543,5,"Residencial Sur",2423808.92355,"0","medio"
33544,"Morera","30/05/2011 12:59","Alto (> 8 mts)",160,"Grande",-68.8550788737,-32.8878566782,5,"Residencial Sur",2423808.92355,"0","alto"
34764,"Fresno europeo","30/03/2011 10:36","Alto (> 8 mts)",170,"Grande",-68.8512086565,-32.8783845671,6,"Residencial Norte",2694682.37982,"0","muy alto"
2602,"Pltano","27/10/2011 17:16","Alto (> 8 mts)",180,"Grande",-68.829862673,-32.8813796892,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
24542,"Morera","27/01/2011 12:41","Alto (> 8 mts)",121,"Grande",-68.843507763,-32.9014423062,2,"Barrio Civico",2366816.36021,"0","alto"
9111,"Morera","23/02/2011 09:03","Bajo (2 - 4 mts)",30,"Mediano",-68.8528111245,-32.8658711451,6,"Residencial Norte",2694682.37982,"0","bajo"
42203,"Morera","04/05/2011 10:34","Medio (4 - 8 mts)",120,"Grande",-68.8412324637,-32.8730992621,4,"Cuarta Oeste",1173332.70145,"0","alto"
6147,"Prunas","15/04/2011 11:05","Bajo (2 - 4 mts)",24,"Mediano",-68.8422112371,-32.881834861,1,"Parque Central",1655357.93265,"0","bajo"
47716,"Morera","15/09/2011 12:38","Medio (4 - 8 mts)",220,"Grande",-68.8276826099,-32.8724872946,4,"Cuarta Este Área Fundacional",1822015.85685,"1","muy alto"
43548,"Fresno europeo","19/10/2011 16:41","Medio (4 - 8 mts)",130,"Grande",-68.8297220745,-32.8821646232,3,"Parque O'Higgins",1531146.02653,"0","alto"
19736,"Morera","12/08/2011 10:30","Alto (> 8 mts)",160,"Grande",-68.834496023,-32.8681689036,4,"Cuarta Oeste",1173332.70145,"1","alto"
1818,"Aguaribay","15/11/2011 18:19","Bajo (2 - 4 mts)",30,"Mediano",-68.8620723027,-32.8710967033,7,"Residencial Parque",1786336.08966,"0","bajo"
1816,"Morera","24/11/2011 13:04","Bajo (2 - 4 mts)",20,"Chico",-68.8708194101,-32.8798751141,7,"Residencial Parque",1786336.08966,"0","bajo"
31969,"Fresno europeo","02/06/2011 13:03","Medio (4 - 8 mts)",130,"Grande",-68.8595346134,-32.8836480002,7,"Residencial Parque",1786336.08966,"0","alto"
2086,"Ailanthus","22/11/2011 12:02","Medio (4 - 8 mts)",18,"Chico",-68.8280952623,-32.8824838998,3,"Parque O'Higgins",1531146.02653,"0","bajo"
15936,"Fresno americano","25/11/2011 09:40","Bajo (2 - 4 mts)",22,"Mediano",-68.8730741485,-32.8769557772,7,"Residencial Parque",1786336.08966,"0","bajo"
46281,"Morera","21/09/2011 09:41","Alto (> 8 mts)",150,"Grande",-68.823099887,-32.874245127,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
35725,"Fresno europeo","09/03/2011 09:22","Alto (> 8 mts)",95,"Grande",-68.8545270482,-32.8735637518,6,"Residencial Norte",2694682.37982,"0","medio"
24598,"Morera","07/02/2011 10:50","Alto (> 8 mts)",85,"Grande",-68.8431338742,-32.9031397195,2,"Barrio Civico",2366816.36021,"0","medio"
22110,"Morera","13/06/2011 13:09","Alto (> 8 mts)",130,"Grande",-68.8553377128,-32.8970184327,5,"Residencial Sur",2423808.92355,"1","alto"
2956,"Prunas","16/09/2011 08:44","Muy bajo (1 - 2 mts)",10,"Chico",-68.8259641378,-32.8713817554,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
44089,"Morera","14/10/2011 11:05","Medio (4 - 8 mts)",100,"Grande",-68.8305070957,-32.8861491849,3,"Parque O'Higgins",1531146.02653,"1","alto"
16712,"Morera","22/07/2011 08:57","Alto (> 8 mts)",160,"Grande",-68.8403046087,-32.8632402451,4,"Cuarta Oeste",1173332.70145,"0","alto"
4569,"Morera","11/08/2011 10:07","Medio (4 - 8 mts)",100,"Grande",-68.833702521,-32.8666067962,4,"Cuarta Oeste",1173332.70145,"1","alto"
24665,"Olmo comun","18/01/2011 13:41","Medio (4 - 8 mts)",125,"Grande",-68.8425362351,-32.9011231308,2,"Barrio Civico",2366816.36021,"0","alto"
5934,"Morera","02/05/2011 11:20","Alto (> 8 mts)",165,"Grande",-68.8449335409,-32.8758650716,1,"Parque Central",1655357.93265,"0","alto"
10271,"Prunas","06/12/2010 09:07","Muy bajo (1 - 2 mts)",5,"Chico",-68.8472301243,-32.8721451849,6,"Residencial Norte",2694682.37982,"0","bajo"
43036,"Fresno europeo","04/10/2011 11:09","Alto (> 8 mts)",186,"Grande",-68.8332245202,-32.8776949914,4,"Cuarta Este Área Fundacional",1822015.85685,"0","muy alto"
30890,"Morera","18/02/2011 11:58","Medio (4 - 8 mts)",75,"Grande",-68.8548120986,-32.8654531707,6,"Residencial Norte",2694682.37982,"0","medio"
40227,"Paraiso sombrilla","14/04/2011 12:22","Medio (4 - 8 mts)",75,"Grande",-68.8455523871,-32.8814371939,1,"Parque Central",1655357.93265,"0","medio"
8169,"Morera","04/03/2011 08:48","Muy bajo (1 - 2 mts)",12,"Chico",-68.8436784158,-32.891486127,2,"Barrio Civico",2366816.36021,"0","bajo"
28415,"Morera","28/02/2011 12:31","Alto (> 8 mts)",180,"Grande",-68.8465185542,-32.8904224373,2,"Barrio Civico",2366816.36021,"0","muy alto"
43231,"Pltano","04/10/2011 09:04","Alto (> 8 mts)",260,"Grande",-68.8350258075,-32.8795712605,1,"Parque Central",1655357.93265,"0","muy alto"
5903,"Paraiso","26/04/2011 10:10","Alto (> 8 mts)",102,"Grande",-68.8414252795,-32.8878847259,3,"Parque O'Higgins",1531146.02653,"0","alto"
44185,"Pltano","17/10/2011 10:25","Alto (> 8 mts)",260,"Grande",-68.8339790923,-32.8828484191,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
15385,"Paraiso","15/11/2011 13:02","Medio (4 - 8 mts)",40,"Mediano",-68.8604692339,-32.8703127073,7,"Residencial Parque",1786336.08966,"0","bajo"
27166,"Acacia SP","27/10/2011 09:42","Bajo (2 - 4 mts)",40,"Mediano",-68.8381058289,-32.8908041364,3,"Parque O'Higgins",1531146.02653,"0","bajo"
8111,"Fresno europeo","10/03/2011 12:36","Alto (> 8 mts)",70,"Grande",-68.8410048421,-32.8912704018,2,"Barrio Civico",2366816.36021,"0","medio"
18597,"Fresno europeo","06/07/2011 12:25","Alto (> 8 mts)",73,"Grande",-68.8369469282,-32.8758431936,1,"Parque Central",1655357.93265,"0","medio"
41269,"Olmo bola","11/04/2011 09:35","Medio (4 - 8 mts)",52,"Mediano",-68.8409138933,-32.8814388893,1,"Parque Central",1655357.93265,"0","medio"
10104,"Paraiso","04/01/2011 13:23","Alto (> 8 mts)",90,"Grande",-68.8580237723,-32.8715557062,6,"Residencial Norte",2694682.37982,"0","medio"
28356,"Fresno europeo","10/03/2011 13:50","Bajo (2 - 4 mts)",12,"Chico",-68.8476707596,-32.8880311747,5,"Residencial Sur",2423808.92355,"0","bajo"
22883,"Morera","29/06/2011 16:43","Alto (> 8 mts)",72,"Grande",-68.854862773,-32.9016261513,5,"Residencial Sur",2423808.92355,"0","medio"
39312,"Prunas","30/11/2010 09:37","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8553731815,-32.8727965797,6,"Residencial Norte",2694682.37982,"0","bajo"
31769,"Pltano","27/06/2011 11:53","Alto (> 8 mts)",170,"Grande",-68.8581632368,-32.8904854001,5,"Residencial Sur",2423808.92355,"0","muy alto"
9977,"Paraiso","09/11/2010 12:58","Alto (> 8 mts)",112,"Grande",-68.8537413449,-32.8694184273,6,"Residencial Norte",2694682.37982,"0","alto"
12586,"Fresno europeo","11/01/2011 11:17","Medio (4 - 8 mts)",88,"Grande",-68.8452125468,-32.863045798,4,"Cuarta Oeste",1173332.70145,"0","medio"
35485,"Morera","08/04/2011 10:49","Medio (4 - 8 mts)",44,"Mediano",-68.8566438855,-32.8814826141,7,"Residencial Parque",1786336.08966,"0","bajo"
28758,"Morera","02/03/2011 08:40","Medio (4 - 8 mts)",50,"Mediano",-68.8491426146,-32.8872802877,5,"Residencial Sur",2423808.92355,"0","medio"
14237,"Liquidambar","07/12/2011 16:11","Muy bajo (1 - 2 mts)",12,"Chico",-68.8774112984,-32.8661894994,8,"Aeroparque",2203364.73622,"0","bajo"
962,"Morera","11/01/2012 12:48","Alto (> 8 mts)",115,"Grande",-68.834370351,-32.8950268019,3,"Parque O'Higgins",1531146.02653,"0","alto"
10178,"Morera","21/12/2010 12:48","Bajo (2 - 4 mts)",35,"Mediano",-68.8526039383,-32.871322619,6,"Residencial Norte",2694682.37982,"0","bajo"
25791,"Fresno europeo","02/02/2011 10:45","Alto (> 8 mts)",102,"Grande",-68.8393730843,-32.9033883194,2,"Barrio Civico",2366816.36021,"0","alto"
20423,"Acacia SP","17/05/2011 11:27","Medio (4 - 8 mts)",74,"Grande",-68.8612613363,-32.8933319089,5,"Residencial Sur",2423808.92355,"0","medio"
616,"Fresno europeo","07/03/2012 16:27","Medio (4 - 8 mts)",150,"Grande",-68.818788173,-32.868074623,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
17542,"Caducifolio","28/07/2011 10:33","Alto (> 8 mts)",180,"Grande",-68.8396833834,-32.8668864158,4,"Cuarta Oeste",1173332.70145,"0","muy alto"
30532,"Pltano","04/04/2011 15:36","Alto (> 8 mts)",174,"Grande",-68.8393778243,-32.8883254938,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
